"originregion_id","originregion_name","destinationregion_id","destinationregion_name","regionflow_2010","regionflow_2011","regionflow_2012","regionflow_2013","regionflow_2014","regionflow_2015","regionflow_2016","regionflow_2017","origin_iso","origin_name","destination_iso","destination_name","countryflow_2010","countryflow_2011","countryflow_2012","countryflow_2013","countryflow_2014","countryflow_2015","countryflow_2016","countryflow_2017","origin_show","destination_show","regionflow_2018","regionflow_2019","countryflow_2018","countryflow_2019"
1,1 - Altstadt Grossbasel,16,16 - Rosental,7,5,9,4,3,9,6,8,12,Geschäftsviertel,162,Erlenmatt,0,0,3,0,0,0,0,0,1,1,4,13,1,1
1,1 - Altstadt Grossbasel,17,17 - Matthäus,13,24,19,19,24,15,25,27,12,Geschäftsviertel,171,Flora,1,0,1,1,0,0,0,0,1,1,23,23,0,0
1,1 - Altstadt Grossbasel,17,17 - Matthäus,13,24,19,19,24,15,25,27,12,Geschäftsviertel,172,Dreirosen,0,0,3,2,1,0,1,1,1,1,23,23,0,0
1,1 - Altstadt Grossbasel,17,17 - Matthäus,13,24,19,19,24,15,25,27,12,Geschäftsviertel,173,Haltingerstrasse,0,0,3,2,2,0,0,1,1,1,23,23,0,0
1,1 - Altstadt Grossbasel,17,17 - Matthäus,13,24,19,19,24,15,25,27,12,Geschäftsviertel,174,Bläsi,2,1,0,0,2,0,1,1,1,1,23,23,7,0
1,1 - Altstadt Grossbasel,17,17 - Matthäus,13,24,19,19,24,15,25,27,12,Geschäftsviertel,175,Am Riehenring,0,0,0,0,0,0,0,0,1,1,23,23,0,0
1,1 - Altstadt Grossbasel,17,17 - Matthäus,13,24,19,19,24,15,25,27,12,Geschäftsviertel,176,Efringerstrasse,0,0,0,0,0,0,0,0,1,1,23,23,0,0
1,1 - Altstadt Grossbasel,18,18 - Klybeck,0,3,7,13,6,3,5,4,12,Geschäftsviertel,180,Klybeck,0,1,2,6,0,1,0,1,1,1,8,1,0,0
1,1 - Altstadt Grossbasel,19,19 - Kleinhüningen,4,3,6,3,2,1,1,0,12,Geschäftsviertel,190,Kleinhüningen,1,0,1,1,0,0,0,0,1,1,0,0,0,0
1,1 - Altstadt Grossbasel,20,20 - Riehen,10,10,6,10,10,4,15,13,12,Geschäftsviertel,201,Riehen-Dorf,0,1,0,1,0,0,0,1,1,1,7,9,0,0
